event_date,ativo,motivos,selected_motivo,avg_similarity,historical_events_used,reference_dates,reference_motivos,applied_scale,source,status
2021-04-12,EXXO34,"[""Alta do preço do petróleo"", ""Otimismo com o setor de óleo e gás""]",Alta do preço do petróleo,0.9534811461406492,5,"[""2021-03-05"", ""2021-03-04"", ""2021-03-01"", ""2021-02-08"", ""2021-02-03""]","[""Alta do preço do petróleo"", ""Alta do preço do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",,residual,feature_only
2021-04-13,EXXO34,"[""Alta do preço do petróleo"", ""Otimismo com o setor de óleo e gás""]",Alta do preço do petróleo,0.9534811461406492,5,"[""2021-03-05"", ""2021-03-04"", ""2021-03-01"", ""2021-02-08"", ""2021-02-03""]","[""Alta do preço do petróleo"", ""Alta do preço do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",,residual,feature_only
2021-04-14,EXXO34,"[""Queda nos estoques de petróleo dos EUA"", ""Otimismo com recuperação da demanda global""]",Queda nos estoques de petróleo dos EUA,0.9999999999989987,5,"[""2021-02-24"", ""2021-04-01"", ""2021-03-03"", ""2020-12-23"", ""2021-02-12""]","[""Queda nos estoques de petróleo dos EUA"", ""Otimismo com recuperação da demanda global"", ""Otimismo com recuperação da demanda global"", ""Queda nos estoques de petróleo dos EUA"", ""Otimismo com recuperação da demanda global""]",,residual,feature_only
2021-04-15,EXXO34,"[""Queda nos preços do petróleo"", ""Incertezas fiscais no Brasil"", ""Queda nos preços internacionais do petróleo"", ""Movimento negativo do mercado acionário brasileiro""]",Queda nos preços internacionais do petróleo,0.9999999999989988,5,"[""2021-04-08"", ""2021-04-05"", ""2021-03-31"", ""2021-03-19"", ""2021-03-16""]","[""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""queda nos preços internacionais do petróleo""]",,residual,feature_only
2021-04-19,EXXO34,"[""Alta do preço internacional do petróleo"", ""Expectativas positivas com a nova gestão da Petrobras"", ""Oscilação do preço internacional do petróleo"", ""Movimento geral do mercado de ações brasileiro""]",Alta do preço internacional do petróleo,0.9148438662374782,5,"[""2021-03-26"", ""2021-02-05"", ""2021-03-05"", ""2021-03-04"", ""2021-02-03""]","[""Alta do preço internacional do petróleo"", ""Alta nos preços internacionais do petróleo"", ""Alta do preço do petróleo"", ""Alta do preço do petróleo"", ""Alta nos preços do petróleo""]",,residual,feature_only
2021-04-20,EXXO34,"[""Queda nos preços internacionais do petróleo"", ""Movimento negativo do mercado acionário brasileiro""]",Queda nos preços internacionais do petróleo,0.9999999999989988,5,"[""2021-04-08"", ""2021-04-05"", ""2021-03-31"", ""2021-03-19"", ""2021-03-16""]","[""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""queda nos preços internacionais do petróleo""]",,residual,feature_only
2021-04-21,EXXO34,"[""Aumento de casos de COVID-19 na Índia"", ""Alta nos estoques de petróleo dos EUA""]",Alta nos estoques de petróleo dos EUA,0.9294602138496364,5,"[""2021-04-14"", ""2021-02-24"", ""2020-12-23"", ""2021-04-08"", ""2021-03-18""]","[""Queda nos estoques de petróleo dos EUA"", ""Queda nos estoques de petróleo dos EUA"", ""Queda nos estoques de petróleo dos EUA"", ""Aumento dos estoques de petróleo nos EUA"", ""Aumento dos estoques de petróleo nos EUA""]",,residual,feature_only
2021-04-27,EXXO34,"[""queda nos preços internacionais do petróleo"", ""realização de lucros por investidores""]",queda nos preços internacionais do petróleo,0.9999999999989988,5,"[""2021-04-08"", ""2021-04-05"", ""2021-03-31"", ""2021-03-19"", ""2021-03-16""]","[""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""queda nos preços internacionais do petróleo""]",,residual,feature_only
2021-04-28,EXXO34,"[""Divulgação de resultados trimestrais acima do esperado"", ""Alta nos preços internacionais do petróleo"", ""Alta do preço do petróleo"", ""Otimismo com o setor de óleo e gás""]",Alta do preço do petróleo,0.9692206809286132,5,"[""2021-03-05"", ""2021-03-04"", ""2021-02-05"", ""2021-03-26"", ""2021-02-22""]","[""Alta do preço do petróleo"", ""Alta do preço do petróleo"", ""Alta nos preços internacionais do petróleo"", ""Alta do preço internacional do petróleo"", ""Alta nos preços do petróleo""]",,residual,feature_only
2021-04-29,EXXO34,"[""Expectativas de recuperação da demanda global"", ""Dados econômicos positivos dos EUA""]",Expectativas de recuperação da demanda global,0.945438809647303,5,"[""2021-01-05"", ""2021-03-05"", ""2021-02-16"", ""2021-02-22"", ""2021-04-14""]","[""Expectativas de recuperação da demanda global"", ""Expectativa de recuperação da demanda global"", ""Expectativa de recuperação da demanda global"", ""Expectativas de recuperação econômica global"", ""Otimismo com recuperação da demanda global""]",,residual,feature_only
2021-04-30,EXXO34,"[""Aumento dos casos de COVID-19 na Índia"", ""Preocupações com a demanda global de petróleo""]",Aumento dos casos de COVID-19 na Índia,0.88847787933364,5,"[""2021-04-21"", ""2021-03-26"", ""2021-03-24"", ""2021-03-23"", ""2021-03-18""]","[""Aumento de casos de COVID-19 na Índia"", ""Preocupações com oferta global de petróleo"", ""Preocupações com oferta global de petróleo"", ""Aumento de casos de COVID-19 na Europa"", ""Aumento de casos de COVID-19 na Europa""]",,residual,feature_only
2021-05-03,EXXO34,"[""Alta dos preços do petróleo"", ""Resultados financeiros positivos da Exxon Mobil""]",Alta dos preços do petróleo,0.9350283299815189,5,"[""2020-12-09"", ""2021-02-03"", ""2021-02-08"", ""2021-02-04"", ""2021-02-03""]","[""Alta dos preços do petróleo"", ""Resultados trimestrais positivos da Exxon Mobil"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",,residual,feature_only
2021-05-04,EXXO34,"[""Expectativas de recuperação da demanda global"", ""Avanço da vacinação em grandes economias"", ""queda do preço internacional do petróleo"", ""movimento de realização de lucros após altas anteriores"", ""Valorização do preço do petróleo"", ""Perspectivas positivas para o setor de óleo e gás""]",Expectativas de recuperação da demanda global,0.9726338790165169,5,"[""2021-04-29"", ""2021-01-05"", ""2021-03-05"", ""2021-02-16"", ""2021-02-09""]","[""Expectativas de recuperação da demanda global"", ""Expectativas de recuperação da demanda global"", ""Expectativa de recuperação da demanda global"", ""Expectativa de recuperação da demanda global"", ""Queda do preço do petróleo""]",,residual,feature_only
2021-05-05,EXXO34,"[""Alta do preço internacional do petróleo"", ""Otimismo com recuperação econômica global""]",Alta do preço internacional do petróleo,0.999999999998999,5,"[""2021-03-26"", ""2021-04-01"", ""2021-03-26"", ""2021-02-24"", ""2021-02-12""]","[""Alta do preço internacional do petróleo"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global""]",,residual,feature_only
2021-05-07,EXXO34,"[""Alta do preço do petróleo"", ""Otimismo com a recuperação econômica global""]",Alta do preço do petróleo,0.9945605744352323,5,"[""2021-03-05"", ""2021-03-04"", ""2021-04-01"", ""2021-03-26"", ""2021-02-24""]","[""Alta do preço do petróleo"", ""Alta do preço do petróleo"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global""]",,residual,feature_only
2021-05-10,EXXO34,"[""Queda nos preços internacionais do petróleo"", ""Movimento de realização de lucros no mercado brasileiro""]",Queda nos preços internacionais do petróleo,0.9999999999989988,5,"[""2021-04-08"", ""2021-04-05"", ""2021-03-31"", ""2021-03-19"", ""2021-03-16""]","[""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""queda nos preços internacionais do petróleo""]",,residual,feature_only
2021-05-11,EXXO34,"[""Queda nos preços internacionais do petróleo"", ""Temores de inflação e possível aperto monetário nos EUA""]",Queda nos preços internacionais do petróleo,0.9999999999989988,5,"[""2021-04-08"", ""2021-04-05"", ""2021-03-31"", ""2021-03-19"", ""2021-03-16""]","[""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""queda nos preços internacionais do petróleo""]",,residual,feature_only
2021-05-12,EXXO34,"[""Alta nos preços do petróleo"", ""Otimismo com recuperação econômica global"", ""Queda generalizada do Ibovespa"", ""Aversão ao risco em mercados emergentes""]",Alta nos preços do petróleo,0.999999999998999,5,"[""2021-03-24"", ""2021-04-01"", ""2021-03-26"", ""2021-02-24"", ""2021-02-12""]","[""Alta nos preços do petróleo"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global""]",,residual,feature_only
2021-05-13,EXXO34,"[""Aumento de casos de COVID-19 na Ásia"", ""Possível retorno da oferta de petróleo do Irã"", ""Queda nos preços internacionais do petróleo"", ""Desempenho negativo do mercado acionário brasileiro""]",Queda nos preços internacionais do petróleo,0.9999999999989987,5,"[""2021-05-11"", ""2021-04-21"", ""2021-04-30"", ""2021-04-08"", ""2021-04-05""]","[""Queda nos preços internacionais do petróleo"", ""Aumento de casos de COVID-19 na Índia"", ""Aumento dos casos de COVID-19 na Índia"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo""]",,residual,feature_only
2021-05-14,EXXO34,"[""Otimismo com recuperação da demanda global"", ""Avanço da vacinação e reabertura econômica"", ""Alta do preço internacional do petróleo"", ""Otimismo com recuperação econômica global"", ""Divulgação de resultados trimestrais positivos"", ""Aumento da produção e lucro acima do esperado""]",Otimismo com recuperação econômica global,0.999999999998999,5,"[""2021-05-12"", ""2021-04-01"", ""2021-03-26"", ""2021-02-24"", ""2021-02-12""]","[""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global""]",,residual,feature_only
2021-05-17,EXXO34,"[""Alta dos preços internacionais do petróleo"", ""Otimismo com a reabertura econômica global"", ""Alta do preço do petróleo"", ""Otimismo com o setor de óleo e gás""]",Alta do preço do petróleo,0.9563334532027931,5,"[""2021-03-05"", ""2021-03-04"", ""2021-05-03"", ""2021-02-05"", ""2021-04-01""]","[""Alta do preço do petróleo"", ""Alta do preço do petróleo"", ""Alta dos preços do petróleo"", ""Alta nos preços internacionais do petróleo"", ""Alta nos preços do petróleo""]",,residual,feature_only
2021-05-18,EXXO34,"[""Queda das ações da Exxon Mobil nos EUA"", ""Temores globais sobre inflação e juros""]",Queda das ações da Exxon Mobil nos EUA,0.7748266535274699,4,"[""2020-12-23"", ""2021-05-11"", ""2021-05-03"", ""2021-02-03""]","[""Alta das ações da Exxon Mobil nos EUA"", ""Temores de inflação e possível aperto monetário nos EUA"", ""Resultados financeiros positivos da Exxon Mobil"", ""Resultados trimestrais positivos da Exxon Mobil""]",,residual,feature_only
2021-05-19,EXXO34,"[""Aumento de casos de COVID-19 na Ásia"", ""Expectativa de retomada das exportações de petróleo do Irã"", ""Queda nos preços internacionais do petróleo"", ""Desempenho negativo do Ibovespa""]",Aumento de casos de COVID-19 na Ásia,0.9999999999989985,5,"[""2021-05-13"", ""2021-04-21"", ""2021-05-11"", ""2021-04-30"", ""2021-04-08""]","[""Aumento de casos de COVID-19 na Ásia"", ""Aumento de casos de COVID-19 na Índia"", ""Queda nos preços internacionais do petróleo"", ""Aumento dos casos de COVID-19 na Índia"", ""Queda nos preços internacionais do petróleo""]",,residual,feature_only
2021-05-20,EXXO34,"[""Temores sobre aumento de casos de COVID-19 na Ásia"", ""Expectativa de retorno do petróleo iraniano ao mercado"", ""Queda nos preços internacionais do petróleo"", ""Movimento negativo do setor de petróleo na B3""]",Queda nos preços internacionais do petróleo,0.9999999999989988,5,"[""2021-05-11"", ""2021-04-08"", ""2021-04-05"", ""2021-03-31"", ""2021-03-19""]","[""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo""]",,residual,feature_only
2021-05-21,EXXO34,"[""Otimismo com a recuperação da demanda global"", ""Incertezas sobre o retorno do petróleo iraniano ao mercado""]",Otimismo com a recuperação da demanda global,0.9907680564459909,5,"[""2021-05-14"", ""2021-04-14"", ""2021-04-01"", ""2021-03-03"", ""2021-02-12""]","[""Otimismo com recuperação da demanda global"", ""Otimismo com recuperação da demanda global"", ""Otimismo com recuperação da demanda global"", ""Otimismo com recuperação da demanda global"", ""Otimismo com recuperação da demanda global""]",,residual,feature_only
2021-05-24,EXXO34,"[""Aumento da demanda global devido ao avanço das campanhas de vacinação contra COVID-19."", ""Redução nas mortes por COVID-19 na Índia, reforçando expectativas de recuperação da demanda."", ""Operadores mais otimistas de que o mercado pode absorver eventual aumento de oferta do petróleo iraniano, caso haja acordo nuclear."", ""Expectativas de que um novo acordo nuclear com o Irã era menos provável do que na semana anterior, reduzindo temores de aumento imediato da oferta."", ""Extensão do acordo de monitoramento entre Irã e a ONU, indicando que as negociações ainda não resultaram em aumento de oferta iraniana."", ""Alta do preço do petróleo"", ""Otimismo do mercado com o setor de óleo e gás""]",Alta do preço do petróleo,0.9534811461406492,5,"[""2021-03-05"", ""2021-03-04"", ""2021-02-24"", ""2021-02-22"", ""2021-02-04""]","[""Alta do preço do petróleo"", ""Alta do preço do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",,residual,feature_only
2021-05-25,EXXO34,"[""Queda nos preços internacionais do petróleo"", ""Incertezas regulatórias e ambientais sobre grandes petrolíferas"", ""queda nos preços do petróleo"", ""realização de lucros no mercado"", ""Queda nos preços internacionais do petróleo"", ""Movimento negativo do mercado acionário brasileiro""]",Queda nos preços internacionais do petróleo,0.9999999999989988,5,"[""2021-04-05"", ""2021-04-05"", ""2021-03-31"", ""2021-03-31"", ""2021-03-19""]","[""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo""]",,residual,feature_only
2021-05-27,EXXO34,"[""Valorização do preço do petróleo"", ""Perspectivas positivas para o setor de óleo e gás""]",Valorização do preço do petróleo,0.7818779319340041,5,"[""2021-03-05"", ""2021-03-04"", ""2021-02-09"", ""2021-02-04"", ""2021-02-03""]","[""Alta do preço do petróleo"", ""Alta do preço do petróleo"", ""Queda do preço do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",,residual,feature_only
2021-05-28,EXXO34,"[""Alta do preço internacional do petróleo"", ""Otimismo com a recuperação econômica global""]",Alta do preço internacional do petróleo,0.9927474325806435,5,"[""2021-03-26"", ""2021-05-12"", ""2021-04-01"", ""2021-03-26"", ""2021-02-24""]","[""Alta do preço internacional do petróleo"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global""]",,residual,feature_only
2021-06-01,EXXO34,"[""Alta nos preços do petróleo"", ""Expectativas de recuperação econômica global""]",Expectativas de recuperação econômica global,0.999999999998999,5,"[""2021-02-22"", ""2021-01-05"", ""2021-03-24"", ""2021-03-01"", ""2021-02-22""]","[""Expectativas de recuperação econômica global"", ""Expectativas de recuperação econômica global"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",,residual,feature_only
2021-06-02,EXXO34,"[""Otimismo com recuperação da demanda global"", ""Decisão da Opep+ sobre produção"", ""Alta do preço do petróleo"", ""Otimismo com a recuperação econômica global"", ""Alta do preço do petróleo"", ""Otimismo com o setor de óleo e gás""]",Otimismo com recuperação da demanda global,0.9999999999989988,5,"[""2021-05-14"", ""2021-04-14"", ""2021-04-01"", ""2021-03-05"", ""2021-03-05""]","[""Otimismo com recuperação da demanda global"", ""Otimismo com recuperação da demanda global"", ""Otimismo com recuperação da demanda global"", ""Alta do preço do petróleo"", ""Alta do preço do petróleo""]",,residual,feature_only
2021-06-07,EXXO34,"[""realização de lucros"", ""queda nos preços internacionais do petróleo""]",queda nos preços internacionais do petróleo,0.9999999999989988,5,"[""2021-05-25"", ""2021-04-08"", ""2021-04-05"", ""2021-03-31"", ""2021-03-19""]","[""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo""]",,residual,feature_only
2021-06-08,EXXO34,"[""Realização de lucros após altas anteriores"", ""Oscilação nos preços internacionais do petróleo""]",Realização de lucros após altas anteriores,0.8774200282035597,5,"[""2021-03-18"", ""2021-02-09"", ""2021-03-09"", ""2021-03-08"", ""2021-05-17""]","[""Realização de lucros após altas anteriores"", ""Realização de lucros após alta anterior"", ""realização de lucros após altas recentes"", ""realização de lucros após altas recentes"", ""Alta dos preços internacionais do petróleo""]",,residual,feature_only
2021-06-10,EXXO34,"[""Alta do preço internacional do petróleo"", ""Otimismo com o setor de óleo e gás""]",Alta do preço internacional do petróleo,0.9269657475125491,5,"[""2021-03-26"", ""2021-05-17"", ""2021-02-05"", ""2021-03-05"", ""2021-03-04""]","[""Alta do preço internacional do petróleo"", ""Alta dos preços internacionais do petróleo"", ""Alta nos preços internacionais do petróleo"", ""Alta do preço do petróleo"", ""Alta do preço do petróleo""]",,residual,feature_only
2021-06-15,EXXO34,"[""Expectativa de recuperação da demanda global"", ""Restrições de oferta pela OPEP+"", ""Alta nos preços do petróleo"", ""Expectativas de recuperação econômica global"", ""Alta do preço do petróleo"", ""Otimismo do mercado com o setor de óleo e gás""]",Expectativas de recuperação econômica global,0.999999999998999,5,"[""2021-06-01"", ""2021-03-05"", ""2021-03-24"", ""2021-03-05"", ""2021-02-16""]","[""Expectativas de recuperação econômica global"", ""Expectativa de recuperação da demanda global"", ""Alta nos preços do petróleo"", ""Alta do preço do petróleo"", ""Expectativa de recuperação da demanda global""]",,residual,feature_only
2021-06-17,EXXO34,"[""Apreciação do dólar após decisão do Fed"", ""Expectativa de política monetária mais restritiva nos EUA"", ""Queda nos preços internacionais do petróleo"", ""Apreciação do dólar após decisão do Federal Reserve dos EUA"", ""Queda do preço internacional do petróleo"", ""Realização de lucros por investidores"", ""Queda do preço internacional do petróleo"", ""Movimento negativo do setor de petróleo e gás na B3""]",Queda nos preços internacionais do petróleo,0.9999999999989988,5,"[""2021-05-25"", ""2021-05-11"", ""2021-04-08"", ""2021-04-05"", ""2021-03-31""]","[""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo""]",,residual,feature_only
2021-06-18,EXXO34,"[""queda global das ações de energia"", ""expectativa de alta de juros nos EUA""]",expectativa de alta de juros nos EUA,0.7372019132838364,5,"[""2021-05-11"", ""2021-06-17"", ""2021-01-15"", ""2020-12-18"", ""2021-01-14""]","[""Temores de inflação e possível aperto monetário nos EUA"", ""Expectativa de política monetária mais restritiva nos EUA"", ""Expectativas de estímulos econômicos nos EUA"", ""Expectativa de pacote de estímulo econômico nos EUA"", ""Otimismo com estímulos econômicos nos EUA""]",,residual,feature_only
2021-06-21,EXXO34,"[""Expectativa de aumento da demanda global"", ""Atraso nas negociações nucleares com o Irã"", ""Alta nos preços do petróleo"", ""Expectativa de recuperação econômica global"", ""O preço do petróleo Brent subiu 41% em 2021, atingindo em junho o maior valor em dois anos, com o barril fechando a US$ 74,39 em 16/06/2021 e a US$ 74,49 em 21/06/2021."", ""A alta do petróleo reflete a retomada econômica global pós-pandemia, com aumento da demanda devido ao fim dos isolamentos e estímulos econômicos."", ""A política de preços da Petrobras acompanha o mercado internacional, beneficiando-se da valorização do petróleo."", ""O cenário de preços elevados do petróleo favorece empresas do setor de exploração e produção, como a Petrobras, aumentando expectativas de receitas e lucros."", ""Alta nos preços internacionais do petróleo"", ""Otimismo do mercado com o setor de óleo e gás""]",Alta nos preços do petróleo,0.999999999998999,5,"[""2021-06-15"", ""2021-05-12"", ""2021-04-01"", ""2021-03-01"", ""2021-03-24""]","[""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Expectativa de recuperação econômica global"", ""Alta nos preços do petróleo""]",,residual,feature_only
2021-06-25,EXXO34,"[""Oscilação do preço internacional do petróleo"", ""Movimento geral do mercado brasileiro""]",Oscilação do preço internacional do petróleo,0.7903275849907851,5,"[""2021-03-26"", ""2021-06-17"", ""2021-05-25"", ""2021-05-11"", ""2021-05-17""]","[""Alta do preço internacional do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Alta dos preços internacionais do petróleo""]",,residual,feature_only
2021-06-28,EXXO34,"[""Temores sobre impacto da variante Delta na demanda"", ""Incertezas sobre decisão da OPEP+"", ""Queda nos preços do petróleo"", ""Preocupações com a demanda global devido à Covid-19""]",Queda nos preços do petróleo,0.9557016289095233,5,"[""2021-03-18"", ""2021-03-11"", ""2020-12-14"", ""2021-02-09"", ""2021-03-08""]","[""Queda nos preços do petróleo"", ""Queda nos preços do petróleo"", ""Queda nos preços do petróleo"", ""Queda do preço do petróleo"", ""preocupações com demanda devido à Covid-19""]",,residual,feature_only
2021-06-30,EXXO34,"[""Alta do preço do petróleo"", ""Otimismo com o setor de óleo e gás""]",Alta do preço do petróleo,0.9534811461406492,5,"[""2021-03-05"", ""2021-03-04"", ""2021-06-01"", ""2021-05-12"", ""2021-02-08""]","[""Alta do preço do petróleo"", ""Alta do preço do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",,residual,feature_only
2021-07-01,EXXO34,"[""Alta do preço do petróleo Brent"", ""Otimismo com o setor de petróleo""]",Alta do preço do petróleo Brent,0.8601549194021993,5,"[""2021-03-05"", ""2021-03-04"", ""2021-03-26"", ""2021-02-22"", ""2021-02-08""]","[""Alta do preço do petróleo"", ""Alta do preço do petróleo"", ""Alta do preço internacional do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",,residual,feature_only
2021-07-02,EXXO34,"[""Alta do preço internacional do petróleo"", ""Otimismo do mercado com o setor de óleo e gás""]",Alta do preço internacional do petróleo,0.9269657475125491,5,"[""2021-03-26"", ""2021-05-17"", ""2021-02-05"", ""2021-03-05"", ""2021-03-04""]","[""Alta do preço internacional do petróleo"", ""Alta dos preços internacionais do petróleo"", ""Alta nos preços internacionais do petróleo"", ""Alta do preço do petróleo"", ""Alta do preço do petróleo""]",,residual,feature_only
2021-07-06,EXXO34,"[""Impasse na reunião da OPEP+"", ""Incerteza sobre oferta futura de petróleo"", ""Queda do preço internacional do petróleo"", ""Temores sobre a demanda global devido à variante Delta"", ""Queda nos preços internacionais do petróleo"", ""Movimento de realização de lucros no setor de petróleo""]",Queda nos preços internacionais do petróleo,0.9999999999989988,5,"[""2021-06-17"", ""2021-05-25"", ""2021-05-11"", ""2021-04-08"", ""2021-04-05""]","[""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo""]",,residual,feature_only
2021-07-07,EXXO34,"[""Movimento de realização de lucros após altas recentes"", ""Oscilação do preço do petróleo no mercado internacional""]",Movimento de realização de lucros após altas recentes,0.8166797222789043,5,"[""2021-03-09"", ""2021-03-08"", ""2021-03-18"", ""2021-02-09"", ""2021-03-26""]","[""realização de lucros após altas recentes"", ""realização de lucros após altas recentes"", ""Realização de lucros após altas anteriores"", ""Realização de lucros após alta anterior"", ""Alta do preço internacional do petróleo""]",,residual,feature_only
2021-07-08,EXXO34,"[""Queda do preço internacional do petróleo"", ""Preocupações com a demanda global devido à Covid-19""]",Preocupações com a demanda global devido à Covid-19,0.9003690665993422,5,"[""2021-06-28"", ""2021-02-09"", ""2021-03-08"", ""2021-03-23"", ""2021-01-22""]","[""Preocupações com a demanda global devido à Covid-19"", ""Queda do preço do petróleo"", ""preocupações com demanda devido à Covid-19"", ""Preocupações com demanda global e lockdowns"", ""Preocupações com demanda devido à pandemia""]",,residual,feature_only
2021-07-09,EXXO34,"[""Expectativa de recuperação da demanda global"", ""Incerteza sobre acordo de produção da OPEP+""]",Expectativa de recuperação da demanda global,0.995771463580002,5,"[""2021-06-15"", ""2021-06-28"", ""2021-03-05"", ""2021-02-16"", ""2021-05-04""]","[""Expectativa de recuperação da demanda global"", ""Incertezas sobre decisão da OPEP+"", ""Expectativa de recuperação da demanda global"", ""Expectativa de recuperação da demanda global"", ""Expectativas de recuperação da demanda global""]",,residual,feature_only
2021-07-13,EXXO34,"[""Impasse nas negociações da OPEP+"", ""Expectativas de recuperação da demanda global""]",Expectativas de recuperação da demanda global,0.9915429271610051,5,"[""2021-05-04"", ""2021-04-29"", ""2021-07-09"", ""2021-06-15"", ""2021-01-05""]","[""Expectativas de recuperação da demanda global"", ""Expectativas de recuperação da demanda global"", ""Expectativa de recuperação da demanda global"", ""Expectativa de recuperação da demanda global"", ""Expectativas de recuperação da demanda global""]",,residual,feature_only
2021-07-14,EXXO34,"[""Aumento inesperado dos estoques de petróleo nos EUA"", ""Incertezas sobre o acordo de produção da OPEP+"", ""Queda nos preços internacionais do petróleo"", ""Desempenho negativo das ações da Exxon Mobil nos EUA""]",Incertezas sobre o acordo de produção da OPEP+,0.9999999999989988,5,"[""2021-07-09"", ""2021-06-28"", ""2021-06-17"", ""2021-05-25"", ""2021-05-11""]","[""Incerteza sobre acordo de produção da OPEP+"", ""Incertezas sobre decisão da OPEP+"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo""]",,residual,feature_only
2021-07-15,EXXO34,"[""Aumento dos casos de COVID-19"", ""Incerteza sobre acordo da OPEP+"", ""Queda do preço internacional do petróleo"", ""Temores sobre a variante Delta da Covid-19"", ""Queda nos preços internacionais do petróleo"", ""Movimento de realização de lucros no mercado brasileiro""]",Queda nos preços internacionais do petróleo,0.9999999999989988,5,"[""2021-07-14"", ""2021-06-17"", ""2021-04-05"", ""2021-05-25"", ""2021-05-11""]","[""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Aumento de casos de COVID-19"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo""]",,residual,feature_only
2021-07-16,EXXO34,"[""Queda nos preços internacionais do petróleo"", ""Preocupações com a variante Delta da Covid-19""]",Queda nos preços internacionais do petróleo,0.9999999999989988,5,"[""2021-07-14"", ""2021-06-17"", ""2021-05-25"", ""2021-05-11"", ""2020-12-22""]","[""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Preocupações com nova variante da COVID-19""]",,residual,feature_only
